Id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color
2139, Focus,2015,8000,Manual,49327,Petrol,20,60.1,1.0,yellow
2140, Ka+,2018,8500,Manual,6043,Petrol,150,48.7,1.2,gray
2141, Fiesta,2018,12000,Manual,8538,Petrol,150,56.5,1.0,red
2142, Fiesta,2019,12990,Manual,4675,Petrol,150,56.5,1.0,yellow
2143, Kuga,2017,13650,Manual,38969,Diesel,125,60.1,2.0,blue
2144, Kuga,2014,10000,Manual,52634,Diesel,150,53.3,2.0,orange
2145, S-MAX,2016,19544,Automatic,18920,Petrol,260,35.8,2.0,gray
2146, EcoSport,2015,8200,Manual,23420,Petrol,125,53.3,1.0,blue
2147, Focus,2018,11300,Manual,28271,Petrol,145,57.7,1.0,red
2148, Fiesta,2018,14200,Manual,9947,Petrol,145,55.4,1.0,black
2149, Kuga,2016,12500,Manual,34868,Diesel,125,60.1,2.0,red
2150, Kuga,2017,13900,Manual,33059,Diesel,125,60.1,2.0,gray
2151, Grand C-MAX,2017,11500,Manual,5859,Petrol,30,54.3,1.0,blue
2152, Fiesta,2017,10250,Manual,17549,Petrol,145,65.7,1.0,silver
2153, Focus,2018,19500,Manual,6112,Petrol,145,41.5,2.0,blue
2154, Focus,2018,17400,Semi-Auto,21900,Diesel,145,61.4,2.0,yellow
2155, Fiesta,2017,10000,Manual,25233,Petrol,20,62.8,1.0,silver
2156, Focus,2019,16500,Manual,5910,Petrol,150,46.3,1.5,yellow
2157, Focus,2019,14490,Manual,8274,Petrol,150,58.9,1.0,silver
2158, Fiesta,2018,10000,Manual,6797,Petrol,150,65.7,1.0,black
2159, Fiesta,2016,8500,Manual,42000,Petrol,20,62.8,1.0,blue
2160, Fiesta,2018,9790,Manual,5879,Petrol,150,64.2,1.1,gray
2161, Focus,2014,5490,Semi-Auto,71445,Petrol,165,44.1,1.6,white
2162, S-MAX,2017,18990,Semi-Auto,28911,Diesel,125,51.4,2.0,orange
2163, Fiesta,2017,10490,Manual,16087,Petrol,0,65.7,1.0,silver
2164, Ka+,2017,6495,Manual,30092,Petrol,30,57.7,1.2,red
2165, KA,2014,4499,Manual,21303,Petrol,30,57.7,1.2,red
2166, EcoSport,2015,7995,Manual,22500,Petrol,125,52.3,1.0,silver
2167, Fiesta,2017,9995,Manual,27755,Petrol,20,62.8,1.0,white
2168, Fiesta,2018,10995,Manual,17316,Petrol,145,65.7,1.0,green
2169, Fiesta,2016,7495,Manual,39012,Petrol,0,65.7,1.0,green
2170, Kuga,2017,15450,Automatic,26854,Petrol,235,38.2,1.5,red
2171, S-MAX,2018,20359,Semi-Auto,7222,Diesel,145,52.3,2.0,silver
2172, S-MAX,2019,24990,Manual,7725,Diesel,150,54.3,2.0,black
2173, Mondeo,2015,8795,Manual,62248,Diesel,20,68.9,2.0,silver
2174, Galaxy,2017,16995,Manual,48533,Diesel,125,56.5,2.0,white
2175, Kuga,2019,18395,Manual,10568,Diesel,145,54.3,1.5,silver
2176, Edge,2017,18490,Semi-Auto,36000,Diesel,160,48.7,2.0,blue
2177, Grand C-MAX,2017,9690,Manual,40911,Diesel,150,64.2,1.5,orange
2178, Fiesta,2018,12995,Manual,8578,Petrol,145,58.9,1.0,white
2179, Galaxy,2018,17995,Manual,34880,Diesel,145,52.3,2.0,orange
2180, B-MAX,2014,6495,Manual,52851,Diesel,20,70.6,1.6,blue
2181, C-MAX,2017,9695,Manual,32793,Diesel,20,68.9,1.5,orange
2182, Fiesta,2018,14500,Manual,4906,Petrol,150,49.6,1.0,silver
2183, Fiesta,2018,10490,Manual,8864,Petrol,150,64.2,1.1,yellow
2184, Fiesta,2015,8250,Manual,26937,Petrol,0,65.7,1.0,red
2185, Kuga,2017,12200,Manual,48744,Diesel,125,60.1,2.0,yellow
2186, Focus,2017,12390,Semi-Auto,26482,Diesel,150,74.3,1.5,orange
2187, Kuga,2017,14990,Semi-Auto,13562,Diesel,145,58.9,1.5,gray
2188, Grand Tourneo Connect,2016,11790,Manual,29416,Diesel,30,64.2,1.5,red
2189, Fiesta,2016,7995,Manual,46702,Diesel,0,78.5,1.5,gray
2190, EcoSport,2016,7890,Manual,30035,Diesel,30,64.2,1.5,silver
2191, Fiesta,2016,7290,Manual,54184,Diesel,0,88.3,1.5,red
2192, Kuga,2017,16490,Semi-Auto,15121,Diesel,150,58.9,1.5,orange
2193, Kuga,2015,9490,Manual,32803,Diesel,125,60.1,2.0,orange
2194, B-MAX,2016,7995,Automatic,25109,Petrol,160,44.1,1.6,yellow
2195, Grand C-MAX,2016,9795,Manual,48154,Diesel,30,64.2,1.5,green
2196, Grand C-MAX,2016,9995,Semi-Auto,22885,Diesel,30,58.9,1.5,red
2197, Tourneo Custom,2017,19194,Manual,64432,Diesel,145,44.8,2.0,yellow
2198, Kuga,2019,14995,Manual,7641,Petrol,150,40.4,1.5,red
2199, Grand C-MAX,2017,11695,Semi-Auto,15866,Diesel,30,58.9,1.5,silver
2200, S-MAX,2015,9995,Manual,50178,Diesel,145,54.3,1.6,orange
2201, Edge,2016,20645,Automatic,23743,Diesel,200,47.9,2.0,red
2202, Kuga,2017,17345,Semi-Auto,29084,Diesel,145,54.3,2.0,black
2203, Fiesta,2013,5790,Manual,40000,Petrol,30,54.3,1.2,gray
2204, Kuga,2019,17990,Manual,880,Diesel,150,38.2,2.0,yellow
2205, Mustang,2020,36500,Semi-Auto,672,Petrol,145,30.7,2.3,red
2206, Fiesta,2018,12490,Manual,16975,Diesel,145,88.3,1.5,red
2207, Fiesta,2019,13690,Manual,4401,Petrol,145,48.7,1.1,yellow
2208, Fiesta,2017,7390,Manual,40782,Petrol,125,54.3,1.2,white
2209, Edge,2017,18490,Manual,19775,Diesel,165,48.7,2.0,gray
2210, Fiesta,2018,9990,Manual,12639,Petrol,150,65.7,1.0,gray
2211, Fiesta,2018,10490,Manual,11785,Petrol,150,65.7,1.0,black
2212, Focus,2018,13290,Manual,9459,Petrol,150,60.1,1.0,orange
2213, Edge,2019,33500,Automatic,10,Diesel,145,37.2,2.0,red
2214, Focus,2016,7490,Manual,62398,Diesel,0,74.3,1.5,red
2215, Grand C-MAX,2016,10490,Manual,26985,Petrol,30,54.3,1.0,silver
2216, Fiesta,2018,9990,Manual,5029,Petrol,145,65.7,1.0,red
2217, Focus,2013,6490,Manual,30869,Diesel,20,67.3,1.6,green
2218, Fiesta,2018,9590,Manual,9864,Petrol,145,65.7,1.0,orange
2219, Focus,2019,24990,Manual,4380,Petrol,145,34.5,2.3,yellow
2220, Galaxy,2013,8790,Manual,45987,Diesel,145,52.3,1.6,blue
2221, Fiesta,2018,15990,Manual,15292,Petrol,150,40.3,1.5,black
2222, Fiesta,2018,12495,Manual,11042,Diesel,150,88.3,1.5,red
2223, Focus,2019,15790,Manual,8422,Petrol,150,60.1,1.0,white
2224, Fiesta,2018,9495,Manual,10126,Petrol,150,65.7,1.0,gray
2225, EcoSport,2019,15590,Manual,7513,Petrol,150,51.4,1.0,orange
2226, Focus,2018,13250,Manual,13090,Petrol,150,57.7,1.0,blue
2227, Focus,2019,17990,Manual,4967,Petrol,150,48.7,1.0,orange
2228, Grand C-MAX,2017,10990,Manual,22888,Petrol,30,54.3,1.0,blue
2229, Kuga,2018,15790,Manual,7721,Diesel,150,54.3,1.5,white
2230, Kuga,2017,16990,Manual,7271,Petrol,165,45.6,1.5,black
2231, Fiesta,2019,14190,Manual,3816,Petrol,150,58.9,1.0,green
2232, Fiesta,2017,9750,Manual,25500,Petrol,145,65.7,1.0,orange
2233, Puma,2020,20775,Manual,270,Petrol,145,50.4,1.0,green
2234, Focus,2020,21490,Manual,295,Petrol,145,60.1,1.0,red
2235, Fiesta,2014,6995,Manual,32500,Petrol,0,65.7,1.0,black
2236, Focus,2019,19990,Manual,2280,Diesel,145,57.7,1.5,orange
2237, EcoSport,2018,14950,Manual,8480,Petrol,145,53.3,1.0,yellow
2238, Kuga,2017,15495,Manual,20530,Diesel,145,54.3,2.0,silver
2239, Fiesta,2013,6595,Manual,33842,Petrol,30,54.3,1.2,red
2240, B-MAX,2016,7995,Manual,21299,Diesel,20,70.6,1.6,blue
2241, Fiesta,2017,9990,Manual,19263,Petrol,0,65.7,1.0,gray
2242, KA,2015,4950,Manual,12864,Petrol,30,57.7,1.2,black
2243, Focus,2016,8450,Manual,45444,Diesel,0,74.3,1.5,white
2244, Focus,2016,15450,Manual,27000,Petrol,200,41.5,2.0,black
2245, Focus,2017,11950,Semi-Auto,12739,Petrol,125,51.4,1.0,red
2246, EcoSport,2019,15795,Manual,5152,Petrol,145,51.4,1.0,green
2247, Fiesta,2018,12495,Manual,12810,Petrol,145,56.5,1.0,white
2248, Edge,2017,19995,Manual,22930,Diesel,160,48.7,2.0,blue
2249, Fiesta,2019,13395,Manual,12043,Petrol,145,65.7,1.0,orange
2250, Focus,2018,14495,Manual,9700,Petrol,145,57.7,1.0,white
2251, EcoSport,2018,14995,Semi-Auto,9990,Petrol,150,48.7,1.0,white
2252, Focus,2016,7995,Manual,36500,Petrol,20,60.1,1.0,orange
2253, Kuga,2017,15250,Manual,46800,Diesel,150,54.3,2.0,gray
2254, EcoSport,2017,8650,Manual,36700,Petrol,145,52.3,1.0,red
2255, Fiesta,2019,14995,Manual,200,Petrol,145,58.9,1.0,black
2256, Focus,2017,10950,Manual,31079,Diesel,0,74.3,1.5,yellow
2257, Focus,2019,15888,Manual,2445,Petrol,150,58.9,1.0,yellow
2258, C-MAX,2015,8950,Manual,21182,Diesel,20,68.9,1.5,green
2259, Focus,2019,16495,Manual,7137,Petrol,150,60.1,1.0,yellow
2260, Grand C-MAX,2017,12950,Manual,14369,Diesel,150,64.2,1.5,gray
2261, Focus,2018,13950,Manual,22188,Petrol,150,57.7,1.0,yellow
2262, Fiesta,2016,8990,Manual,21871,Petrol,0,65.7,1.0,blue
2263, Kuga,2017,14950,Manual,13411,Diesel,125,60.1,2.0,red
2264, Focus,2015,11995,Manual,43393,Diesel,20,67.3,2.0,white
2265, Mustang,2020,39990,Semi-Auto,691,Petrol,145,22.1,5.0,orange
2266, C-MAX,2017,9450,Manual,28463,Diesel,20,68.9,1.5,green
2267, Fiesta,2018,9200,Manual,13751,Petrol,145,64.2,1.1,silver
2268, Grand C-MAX,2017,10200,Manual,32058,Diesel,30,64.2,1.5,green
2269, Fiesta,2018,10250,Manual,26457,Petrol,150,65.7,1.0,green
2270, Fiesta,2017,7250,Manual,32880,Petrol,145,64.2,1.1,white
2271, Edge,2016,17750,Manual,24984,Diesel,160,48.7,2.0,orange
2272, Focus,2019,17698,Manual,6543,Petrol,145,60.1,1.0,white
2273, KA,2014,4698,Manual,22455,Petrol,30,57.7,1.2,black
2274, Fiesta,2015,5498,Manual,57311,Petrol,30,54.3,1.2,green
2275, Fiesta,2013,6298,Manual,33627,Petrol,30,54.3,1.2,gray
2276, Fiesta,2015,6298,Manual,30797,Petrol,125,54.3,1.2,yellow
2277, Kuga,2017,14998,Manual,33184,Diesel,125,60.1,2.0,silver
2278, EcoSport,2016,8998,Manual,22773,Petrol,125,53.3,1.0,orange
2279, B-MAX,2013,6598,Manual,18143,Petrol,145,47.1,1.4,gray
2280, Focus,2015,11998,Manual,46780,Diesel,20,67.3,2.0,white
2281, Kuga,2017,13495,Manual,37000,Petrol,160,45.6,1.5,silver
2282, Kuga,2018,15450,Manual,15574,Diesel,145,64.2,1.5,red
2283, Ka+,2017,6950,Manual,28215,Petrol,145,57.7,1.2,orange
2284, Ka+,2018,9995,Manual,5143,Petrol,145,43.5,1.2,green
2285, Kuga,2016,14998,Manual,36023,Diesel,145,54.3,2.0,gray
2286, Focus,2015,8495,Semi-Auto,36000,Petrol,165,44.8,1.6,yellow
2287, Grand Tourneo Connect,2019,16500,Manual,6069,Diesel,145,61.4,1.5,yellow
2288, Fiesta,2018,14250,Manual,4706,Petrol,145,65.7,1.0,silver
2289, Fiesta,2018,9490,Manual,15196,Petrol,145,64.2,1.1,white
2290, Fiesta,2019,13250,Manual,7896,Petrol,145,58.9,1.0,red
2291, Fiesta,2017,9400,Manual,36239,Petrol,0,65.7,1.0,blue
2292, Ka+,2018,7950,Manual,5023,Petrol,145,57.7,1.2,green
2293, S-MAX,2018,21390,Manual,15800,Diesel,145,56.5,2.0,gray
2294, Kuga,2017,13390,Manual,32123,Diesel,30,64.2,1.5,blue
2295, Kuga,2015,9690,Manual,65000,Diesel,125,60.1,2.0,green
2296, Kuga,2016,9790,Manual,50192,Diesel,125,60.1,2.0,orange
2297, Kuga,2014,11990,Semi-Auto,37800,Diesel,200,45.6,2.0,silver
2298, Focus,2013,9990,Manual,51097,Petrol,240,39.2,2.0,green
2299, Mondeo,2018,13790,Manual,26984,Diesel,145,47.1,2.0,blue
2300, Focus,2016,8990,Manual,39000,Diesel,0,74.3,1.5,red
2301, Fiesta,2015,5490,Manual,58000,Petrol,0,65.7,1.0,black
2302, B-MAX,2013,4990,Semi-Auto,48232,Petrol,165,44.1,1.6,white
2303, Ka+,2017,6699,Manual,33315,Petrol,30,57.7,1.2,gray
2304, EcoSport,2018,12799,Manual,12949,Diesel,145,68.9,1.5,silver
2305, Kuga,2014,10699,Manual,45497,Diesel,200,47.9,2.0,orange
2306, Ka+,2018,7699,Manual,16241,Petrol,145,57.7,1.2,green
2307, Fiesta,2017,10300,Manual,23296,Petrol,0,65.7,1.0,green
2308, Kuga,2018,16300,Manual,17287,Diesel,145,60.1,2.0,green
2309, Fiesta,2018,12500,Manual,10349,Petrol,150,65.7,1.0,silver
2310, Ka+,2018,8300,Manual,23043,Petrol,150,57.7,1.2,white
2311, Fiesta,2018,10350,Manual,10573,Petrol,150,65.7,1.0,blue
2312, B-MAX,2015,7250,Semi-Auto,47360,Petrol,165,44.1,1.6,gray
2313, Fiesta,2014,7250,Manual,45000,Petrol,0,65.7,1.0,silver
2314, Kuga,2016,16500,Manual,31100,Diesel,150,54.3,2.0,green
2315, Kuga,2019,20500,Manual,10465,Diesel,145,37.7,2.0,black
2316, Focus,2015,12695,Manual,32659,Diesel,20,67.3,2.0,blue
2317, Fiesta,2016,7495,Manual,28290,Petrol,125,54.3,1.2,silver
2318, Fiesta,2016,8995,Manual,20741,Petrol,0,65.7,1.0,green
2319, Focus,2019,17495,Manual,6800,Petrol,145,60.1,1.0,yellow
2320, Fiesta,2015,7695,Manual,13000,Petrol,125,54.3,1.2,orange
2321, Focus,2014,6495,Manual,43000,Petrol,20,58.9,1.0,green
2322, Focus,2019,26698,Manual,3498,Diesel,145,50.4,2.0,blue
2323, EcoSport,2017,10298,Manual,13095,Petrol,125,53.3,1.0,gray
2324, C-MAX,2016,9798,Manual,23858,Petrol,30,55.4,1.0,gray
2325, Focus,2016,14998,Manual,23589,Diesel,20,67.3,2.0,gray
2326, Fiesta,2014,6998,Manual,33353,Petrol,0,65.7,1.0,green
2327, Focus,2019,18498,Manual,2369,Petrol,150,49.6,1.0,orange
2328, Fiesta,2014,7498,Manual,29951,Petrol,0,65.7,1.0,silver
2329, Kuga,2017,15998,Manual,24024,Petrol,150,45.6,1.5,silver
2330, Focus,2017,9995,Manual,20102,Petrol,20,60.1,1.0,orange
2331, Focus,2018,14998,Manual,9712,Petrol,145,58.9,1.0,red
2332, Fiesta,2019,13798,Manual,11680,Petrol,145,58.9,1.0,orange
2333, B-MAX,2015,7498,Manual,17151,Petrol,145,47.1,1.4,gray
2334, EcoSport,2018,14500,Manual,15644,Petrol,145,54.3,1.0,green
2335, EcoSport,2018,15300,Manual,4311,Petrol,145,54.3,1.0,silver
2336, Focus,2017,12400,Manual,26719,Diesel,145,74.3,1.5,blue
2337, Fiesta,2018,12377,Manual,30335,Petrol,145,65.7,1.0,white
2338, Fiesta,2016,9500,Manual,15636,Petrol,125,54.3,1.2,blue
2339, Fiesta,2015,7400,Manual,31563,Petrol,125,54.3,1.2,silver
2340, Fiesta,2016,9300,Manual,4520,Petrol,125,54.3,1.2,green
2341, Ka+,2017,7950,Manual,6073,Petrol,145,57.7,1.2,green
2342, Fiesta,2019,15950,Manual,6768,Petrol,145,58.9,1.0,silver
2343, Focus,2019,25250,Manual,7416,Petrol,145,34.5,2.3,blue
2344, Fiesta,2017,7990,Manual,33699,Petrol,150,64.2,1.1,yellow
2345, Fiesta,2015,7495,Manual,4627,Petrol,125,54.3,1.2,yellow
2346, Fiesta,2018,9599,Manual,28240,Petrol,150,65.7,1.0,orange
2347, Fiesta,2019,12995,Manual,9597,Petrol,150,58.9,1.0,white
2348, Kuga,2019,17690,Manual,7404,Diesel,150,45.6,1.5,orange
2349, Ka+,2019,10250,Manual,6613,Petrol,150,47.9,1.2,silver
2350, Fiesta,2017,9800,Manual,14522,Petrol,145,64.2,1.1,yellow
2351, Ka+,2017,8100,Manual,10468,Petrol,145,57.7,1.2,red
2352, Fiesta,2018,11300,Manual,13802,Petrol,145,58.9,1.0,gray
2353, Kuga,2018,19000,Manual,16316,Diesel,145,54.3,2.0,blue
2354, Kuga,2017,13998,Manual,35448,Diesel,150,60.1,2.0,blue
2355, Fiesta,2017,11998,Manual,7721,Petrol,0,65.7,1.0,blue
2356, EcoSport,2015,7998,Manual,33515,Diesel,30,61.4,1.5,gray
2357, Focus,2017,11998,Manual,20758,Diesel,0,74.3,1.5,red
2358, EcoSport,2018,13700,Manual,9889,Petrol,145,54.3,1.0,white
2359, Kuga,2019,16450,Manual,10265,Diesel,145,54.3,1.5,silver
2360, Fiesta,2015,7995,Manual,14631,Petrol,30,54.3,1.2,black
2361, C-MAX,2017,11450,Semi-Auto,13056,Diesel,125,58.9,2.0,green
2362, Fiesta,2017,11450,Manual,25133,Petrol,145,47.9,1.6,gray
2363, Focus,2018,16950,Manual,2684,Petrol,145,41.5,2.0,yellow
2364, Fiesta,2017,11950,Manual,6046,Diesel,0,78.5,1.5,black
2365, Focus,2018,14250,Manual,11591,Petrol,145,60.1,1.0,silver
2366, Ka+,2016,7250,Manual,13865,Petrol,30,57.7,1.2,blue
2367, Fiesta,2018,10050,Manual,14830,Petrol,145,64.2,1.1,green
2368, Ka+,2018,9000,Manual,10920,Petrol,145,57.7,1.2,red
2369, Fiesta,2018,12400,Manual,14346,Petrol,145,62.8,1.0,silver
2370, Fiesta,2018,11200,Manual,10357,Petrol,145,65.7,1.0,yellow
2371, Focus,2020,21000,Manual,52,Petrol,145,60.1,1.0,silver
2372, Fiesta,2018,9741,Manual,23860,Petrol,145,64.2,1.1,silver
2373, Focus,2019,17498,Automatic,13743,Petrol,150,51.4,1.0,white
2374, Kuga,2015,9998,Manual,37962,Diesel,150,53.3,2.0,black
2375, Focus,2017,12698,Semi-Auto,5715,Petrol,125,51.4,1.0,red
2376, EcoSport,2017,9998,Manual,11599,Petrol,145,52.3,1.0,yellow
2377, Kuga,2017,15998,Manual,22814,Diesel,145,54.3,2.0,black
2378, C-MAX,2017,10298,Manual,41460,Petrol,30,55.4,1.0,black
2379, Focus,2018,11980,Semi-Auto,30898,Petrol,150,51.4,1.0,black
2380, EcoSport,2017,9698,Manual,24505,Diesel,145,64.2,1.5,black
2381, Fiesta,2013,4998,Manual,71825,Petrol,0,65.7,1.0,green
2382, Kuga,2018,15998,Semi-Auto,21173,Diesel,150,58.9,1.5,red
2383, KA,2015,4698,Manual,19502,Petrol,30,57.7,1.2,green
2384, Fiesta,2015,6998,Manual,39405,Petrol,0,65.7,1.0,black
2385, Focus,2017,17298,Manual,10044,Diesel,150,67.3,2.0,black
2386, Focus,2017,11998,Manual,14032,Diesel,150,74.3,1.5,white
2387, Kuga,2018,17498,Manual,13058,Diesel,145,54.3,1.5,silver
2388, Focus,2018,16998,Manual,18678,Diesel,145,74.3,1.5,orange
2389, Kuga,2017,13995,Automatic,20893,Petrol,235,38.2,1.5,red
2390, Grand C-MAX,2018,11995,Manual,21643,Petrol,145,47.9,1.0,yellow
2391, Kuga,2019,15995,Manual,2350,Diesel,145,54.3,1.5,black
2392, C-MAX,2017,9290,Manual,30803,Diesel,20,68.9,1.5,white
2393, Kuga,2017,13990,Manual,37187,Diesel,145,54.3,2.0,green
2394, S-MAX,2019,25990,Semi-Auto,9282,Diesel,145,51.4,2.0,blue
2395, Fiesta,2013,6290,Manual,33428,Petrol,30,54.3,1.2,black
2396, Fiesta,2019,15490,Manual,8028,Petrol,145,55.4,1.0,yellow
2397, C-MAX,2017,10690,Manual,15650,Petrol,145,55.4,1.0,gray
2398, EcoSport,2016,8498,Semi-Auto,55102,Petrol,165,44.8,1.5,red
2399, Focus,2017,11498,Manual,22213,Diesel,0,74.3,1.5,blue
2400, Fiesta,2018,11998,Manual,15798,Petrol,150,65.7,1.0,orange
2401, Focus,2017,10598,Manual,14212,Petrol,145,60.1,1.0,yellow
2402, Focus,2017,10998,Manual,27412,Diesel,150,74.3,1.5,white
2403, Fiesta,2015,7498,Manual,2263,Petrol,0,65.7,1.0,white
2404, Kuga,2014,7998,Manual,69211,Diesel,150,53.3,2.0,white
2405, Focus,2017,11998,Manual,16121,Diesel,150,74.3,1.5,orange
2406, Focus,2017,12698,Manual,15619,Diesel,145,74.3,1.5,gray
2407, Focus,2017,9998,Manual,28534,Diesel,0,74.3,1.5,black
2408, EcoSport,2015,7998,Manual,41527,Petrol,160,44.8,1.5,gray
2409, B-MAX,2017,9598,Manual,29720,Petrol,30,57.7,1.0,red
2410, Focus,2018,14598,Manual,6194,Petrol,145,57.7,1.0,green
2411, Tourneo Custom,2015,15998,Manual,30324,Diesel,235,43.5,2.2,orange
2412, EcoSport,2016,9998,Manual,4027,Diesel,30,64.2,1.5,silver
2413, Focus,2018,16998,Manual,21284,Diesel,145,74.3,1.5,white
2414, EcoSport,2018,14498,Manual,22338,Petrol,145,54.3,1.0,black
2415, Focus,2016,13798,Manual,24123,Diesel,20,67.3,2.0,black
2416, Fiesta,2015,6998,Manual,37376,Petrol,125,54.3,1.2,yellow
2417, Kuga,2017,14998,Manual,9587,Diesel,150,60.1,2.0,orange
2418, Fiesta,2017,9998,Manual,5012,Petrol,150,65.7,1.0,blue
2419, Focus,2017,12498,Manual,20554,Diesel,0,74.3,1.5,yellow
2420, Focus,2017,13298,Automatic,12912,Petrol,150,46.3,1.5,green
2421, Fiesta,2016,7998,Manual,30654,Petrol,0,65.7,1.0,green
2422, EcoSport,2017,9998,Manual,42692,Petrol,125,52.3,1.0,green
2423, EcoSport,2017,8998,Manual,36501,Diesel,30,64.2,1.5,silver
2424, Fiesta,2016,9998,Manual,22147,Diesel,0,78.5,1.5,orange
2425, Fiesta,2016,10998,Manual,14345,Petrol,0,65.7,1.0,yellow
2426, Grand Tourneo Connect,2017,12298,Manual,17442,Diesel,30,64.2,1.5,yellow
2427, Kuga,2014,9298,Manual,59701,Diesel,145,53.3,2.0,green
2428, Fiesta,2013,5798,Manual,33850,Petrol,30,54.3,1.2,green
2429, Fiesta,2018,10498,Manual,14272,Petrol,145,65.7,1.0,blue
2430, Fiesta,2016,7998,Manual,22016,Petrol,125,54.3,1.2,blue
2431, Fiesta,2019,12498,Manual,14348,Petrol,145,56.5,1.0,black
2432, Focus,2019,16498,Manual,9557,Petrol,145,60.1,1.0,orange
2433, Fiesta,2018,10798,Manual,18847,Diesel,145,88.3,1.5,silver
2434, Fiesta,2019,11298,Manual,13778,Petrol,150,58.9,1.0,orange
2435, B-MAX,2018,11698,Manual,9782,Petrol,145,55.4,1.0,gray
2436, Fiesta,2018,10298,Manual,18192,Petrol,145,65.7,1.0,gray
2437, Focus,2018,18998,Manual,19725,Diesel,145,67.3,2.0,white
2438, Focus,2017,11998,Manual,9038,Diesel,0,74.3,1.5,silver
2439, Fiesta,2017,9998,Manual,19096,Petrol,145,65.7,1.0,white
2440, Fiesta,2017,8498,Manual,17292,Petrol,145,54.3,1.2,blue
2441, EcoSport,2018,12998,Manual,30127,Petrol,145,54.3,1.0,white
2442, Fiesta,2018,9998,Manual,14519,Petrol,145,64.2,1.1,blue
2443, EcoSport,2017,9698,Manual,33005,Petrol,145,53.3,1.0,orange
2444, C-MAX,2016,10498,Semi-Auto,25356,Diesel,20,64.2,1.5,red
2445, Fiesta,2016,7998,Manual,29531,Petrol,125,54.3,1.2,orange
2446, Fiesta,2016,6998,Manual,34716,Petrol,125,54.3,1.2,orange
2447, Kuga,2017,17698,Semi-Auto,7373,Diesel,150,54.3,2.0,black
2448, Fiesta,2016,7298,Manual,35367,Petrol,125,54.3,1.2,white
2449, Focus,2016,8498,Manual,38313,Petrol,20,60.1,1.0,black
2450, Focus,2014,7298,Manual,52544,Diesel,20,67.3,1.6,white
2451, Focus,2019,16798,Manual,17998,Petrol,150,60.1,1.0,yellow
2452, Fiesta,2019,13598,Manual,12391,Petrol,145,58.9,1.0,yellow
2453, Kuga,2018,15998,Automatic,7063,Petrol,150,31.0,1.5,silver
2454, Grand C-MAX,2017,10830,Manual,14420,Diesel,30,58.9,1.5,yellow
2455, KA,2014,4290,Manual,54096,Petrol,30,57.7,1.2,red
2456, Fiesta,2015,7790,Manual,30947,Petrol,0,65.7,1.0,gray
2457, Fiesta,2017,11490,Manual,30993,Petrol,145,47.9,1.6,yellow
2458, KA,2016,6340,Manual,13954,Petrol,30,57.7,1.2,green
2459, Tourneo Connect,2016,11298,Manual,24939,Diesel,30,61.4,1.5,white
2460, Focus,2018,14998,Manual,10306,Petrol,145,58.9,1.0,blue
2461, Focus,2018,16298,Automatic,7097,Diesel,145,64.2,2.0,red
2462, Kuga,2017,17298,Semi-Auto,32451,Diesel,145,54.3,2.0,yellow
2463, Focus,2019,15798,Manual,11614,Petrol,145,60.1,1.0,yellow
2464, Focus,2019,16998,Manual,12926,Petrol,145,60.1,1.0,blue
2465, Fiesta,2017,11495,Manual,28500,Petrol,150,47.9,1.6,red
2466, Kuga,2015,11698,Manual,48523,Diesel,150,54.3,2.0,orange
2467, Focus,2018,13498,Manual,12726,Petrol,145,51.4,1.5,red
2468, Ka+,2018,9998,Manual,6963,Petrol,145,43.5,1.2,yellow
2469, Focus,2019,23695,Automatic,3541,Diesel,145,74.3,1.5,red
2470, Focus,2019,20498,Automatic,9987,Diesel,145,74.3,1.5,black
2471, Focus,2019,16998,Manual,13998,Petrol,145,60.1,1.0,black
2472, Fiesta,2019,11198,Manual,16997,Petrol,145,58.9,1.0,red
2473, Grand C-MAX,2018,11998,Manual,36244,Petrol,145,54.3,1.0,orange
2474, Grand C-MAX,2017,12698,Manual,12628,Diesel,30,64.2,1.5,red
2475, Focus,2017,12998,Manual,25279,Diesel,0,74.3,1.5,silver
2476, Fiesta,2019,11798,Manual,5029,Petrol,150,48.7,1.1,blue
2477, C-MAX,2019,13798,Manual,6505,Petrol,150,48.7,1.0,black
2478, Fiesta,2018,14660,Automatic,2150,Petrol,145,54.3,1.0,orange
2479, Focus,2015,7050,Manual,70672,Diesel,0,74.3,1.5,gray
2480, Focus,2016,8370,Manual,43924,Petrol,20,60.1,1.0,orange
2481, Fiesta,2015,8990,Manual,26437,Petrol,20,62.8,1.0,green
2482, Fiesta,2013,4990,Manual,66175,Diesel,0,85.6,1.6,yellow
2483, Fiesta,2019,12998,Manual,10102,Petrol,145,58.9,1.0,silver
2484, Focus,2019,16998,Manual,21277,Petrol,145,60.1,1.0,green
2485, Focus,2019,17298,Manual,12142,Petrol,145,48.7,1.0,orange
2486, Fiesta,2018,10495,Manual,33237,Petrol,145,60.1,1.0,gray
2487, Fiesta,2018,11250,Manual,16787,Petrol,145,56.5,1.0,white
2488, Fiesta,2017,8550,Manual,16173,Petrol,145,65.7,1.0,blue
2489, Kuga,2017,15086,Manual,40198,Diesel,145,64.2,1.5,yellow
2490, EcoSport,2014,6420,Manual,76314,Diesel,30,61.4,1.5,black
2491, Fiesta,2016,9699,Manual,23149,Petrol,20,62.8,1.0,gray
